Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
14.6,0,11,238.3538,2002.0,2,1,1,2163.1842
12.275211111111112,1,0,164.95,1985.0,1,2,3,4161.25
11.65,1,13,82.9908,2004.0,2,1,1,1258.362
20.7,0,3,183.8266,1999.0,1,0,1,1844.266
8.77,1,6,173.6422,1987.0,0,2,1,517.3266
20.25,0,4,219.3482,2002.0,2,1,1,8323.8316
13.65,1,5,198.4426,1997.0,2,0,1,5536.7928
17.7,0,9,168.4474,2002.0,2,1,1,2358.2636
8.315,1,0,144.3444,2007.0,2,1,1,3483.4656
13.194406118776243,1,6,122.8388,1985.0,1,2,3,2972.1312
7.81,0,14,246.1486,2007.0,2,1,1,5375.6692
11.1,0,13,220.7482,1999.0,1,0,1,4380.964
18.1,0,6,96.2094,1999.0,1,0,1,952.094
8.88,0,7,153.8682,2004.0,2,1,1,1829.6184
12.15,0,8,39.1506,2007.0,2,1,1,1480.0734
9.5,0,7,188.4872,2009.0,1,2,2,3592.6568
15.25,0,5,215.1192,2002.0,2,1,1,2157.192
12.766103789126852,1,10,96.6094,1985.0,1,2,3,2189.8162
12.15,0,11,123.773,1997.0,2,0,1,3325.671
16.35,0,9,95.741,1997.0,2,0,1,965.41
12.766103789126852,0,10,52.3324,1985.0,1,2,3,1298.31
12.85,0,13,157.663,1999.0,1,0,1,2659.871
12.5,0,6,103.699,1998.0,2,2,0,412.796
7.905,0,5,109.1254,2007.0,2,1,1,1627.881
17.85,0,14,153.4998,2009.0,1,2,2,2922.1962
7.21,1,13,100.8332,2002.0,2,1,1,1537.998
5.175,0,8,37.0874,2004.0,2,1,1,423.4488
13.194406118776243,0,6,163.221,1985.0,2,0,0,326.242
16.2,0,9,193.1162,2007.0,2,1,1,2501.4106
14.0,0,0,103.8332,1987.0,0,2,1,1743.0644
8.42,0,8,65.9168,1987.0,0,2,1,958.752
9.3,0,0,195.0136,1998.0,2,2,0,194.4136
9.395,0,14,226.172,2004.0,2,1,1,3848.324
17.85,1,10,260.7936,2002.0,2,1,1,4697.8848
13.23835812964931,0,4,74.2012,1985.0,1,2,3,1290.3204
6.13,0,4,60.1536,1987.0,0,2,1,1102.5648
13.194406118776243,0,6,216.9166,1985.0,2,0,0,217.7166
20.1,1,6,194.282,2009.0,1,2,2,1544.656
16.5,1,3,103.699,2007.0,2,1,1,1651.184
5.615,0,8,122.473,2004.0,2,1,1,1354.903
7.52,1,0,183.095,1997.0,2,0,1,5492.85
13.179111842105263,1,2,54.5614,1985.0,1,2,3,1713.1034
13.8,1,3,87.4172,1998.0,2,2,0,178.4344
17.6,1,13,98.241,2004.0,2,1,1,1930.82
20.5,0,6,122.3756,2007.0,2,1,1,2544.6876
11.8,0,8,116.9492,1987.0,0,2,1,1969.4364
13.23835812964931,1,4,155.963,1985.0,1,2,3,4537.427
20.25,0,8,108.3938,1999.0,1,0,1,2787.0388
15.85,0,1,177.637,1999.0,1,0,1,3352.303
17.7,0,13,166.2816,1987.0,0,2,1,2516.724
6.035,1,0,185.324,2004.0,2,1,1,3728.48
12.865732002419843,0,13,184.495,1985.0,1,2,3,7873.085
12.35,0,9,117.0124,1997.0,2,0,1,1540.6612
14.65,1,13,50.9666,2007.0,2,1,1,717.7324
10.895,0,6,133.5284,1998.0,2,2,0,263.6568
15.75,0,4,37.4506,2002.0,2,1,1,1062.6168
11.15,0,4,44.2744,2004.0,2,1,1,588.5672
8.985,1,5,131.531,2002.0,2,1,1,1428.141
17.6,1,13,94.841,1998.0,2,2,0,193.082
13.3379766536965,0,9,168.679,1985.0,1,2,3,4923.591
13.15,1,13,89.5856,1997.0,2,0,1,1494.0552
9.195,1,5,86.5566,1999.0,1,0,1,1183.7924
11.788407960199004,0,14,64.7168,1985.0,1,2,3,3068.0064
19.6,0,9,106.9964,2004.0,2,1,1,1788.3388
13.23835812964931,1,4,43.7086,1985.0,1,2,3,1293.6494
20.2,0,9,93.2462,1987.0,0,2,1,1018.0082
11.152361516034986,1,1,110.157,1985.0,1,2,3,2306.997
7.75,1,5,32.9558,2009.0,1,2,2,101.8674
8.575,1,4,194.1794,2004.0,2,1,1,3316.3498
20.2,1,0,197.211,1987.0,0,2,1,3535.398
19.35,1,0,165.3184,1999.0,1,0,1,1651.184
7.365,0,6,225.172,2002.0,2,1,1,452.744
7.5,0,5,237.7906,2004.0,2,1,1,1188.453
8.3,0,6,37.4506,2007.0,2,1,1,796.9626
16.75,0,13,156.663,2002.0,2,1,1,2816.334
10.695,1,2,173.8712,2009.0,1,2,2,4570.0512
5.88,0,9,147.5392,1997.0,2,0,1,2684.5056
12.6,0,4,36.1874,1997.0,2,0,1,423.4488
10.695,1,13,74.0038,1987.0,0,2,1,1034.6532
17.85,0,8,95.9094,1997.0,2,0,1,2285.0256
19.75,0,6,188.0872,2009.0,1,2,2,2458.1336
7.97,0,12,107.5596,1998.0,2,2,0,431.4384
13.17173943661972,0,8,145.976,1985.0,2,0,0,585.904
15.7,0,9,57.8562,2002.0,2,1,1,651.8182
15.1,0,9,139.7496,1987.0,0,2,1,3952.1888
6.63,1,0,167.25,2009.0,1,2,2,1830.95
8.6,0,8,140.9154,2002.0,2,1,1,1134.5232
12.766103789126852,1,10,197.711,1985.0,1,2,3,4910.275
13.0,0,9,255.0014,2002.0,2,1,1,5865.0322
5.98,0,6,148.2418,1999.0,1,0,1,1618.5598
6.03,0,4,175.1028,1999.0,1,0,1,1593.9252
13.8,1,3,88.5172,2009.0,1,2,2,2408.8644
13.179111842105263,1,2,183.0292,1985.0,1,2,3,8209.314
11.152361516034986,0,1,228.5668,1985.0,1,2,3,3225.1352
16.1,1,5,34.3558,1997.0,2,0,1,271.6464
20.1,0,8,143.4154,1987.0,0,2,1,3545.385
9.17,0,0,141.947,1987.0,0,2,1,4008.116
10.895,0,8,255.3672,1997.0,2,0,1,767.0016
5.325,1,4,55.8298,2004.0,2,1,1,485.3682
12.85,0,6,233.3642,1987.0,0,2,1,3950.1914
12.766103789126852,0,10,196.8426,1985.0,2,0,0,593.2278
15.35,0,14,91.912,2007.0,2,1,1,559.272
16.7,1,15,64.3168,1998.0,2,2,0,127.8336
13.3,0,13,64.951,1997.0,2,0,1,1644.526
13.915723684210526,0,11,78.6618,1985.0,2,0,0,80.5618
6.67,1,13,90.2514,1987.0,0,2,1,974.0654
20.5,1,6,192.0478,1999.0,1,0,1,1549.9824
15.1,1,5,131.531,2004.0,2,1,1,2856.282
17.0,0,9,124.6362,1997.0,2,0,1,3900.9222
8.42,1,3,227.6352,2002.0,2,1,1,2748.4224
15.2,1,6,177.1054,2007.0,2,1,1,3151.8972
17.0,0,8,125.073,1998.0,2,2,0,369.519
17.6,1,15,47.806,2007.0,2,1,1,1071.938
18.0,0,3,155.0972,1999.0,1,0,1,3894.93
14.6,0,9,196.9084,1998.0,2,2,0,595.2252
5.8,0,4,89.4172,2007.0,2,1,1,2498.0816
9.8,0,11,192.2478,2009.0,1,2,2,4068.7038
13.3379766536965,0,9,250.7724,1985.0,2,0,0,251.6724
14.3,0,5,77.6302,1997.0,2,0,1,950.7624
11.1,0,0,158.8604,1997.0,2,0,1,2693.8268
17.0,0,6,171.7106,2002.0,2,1,1,1711.106
18.6,1,10,48.8376,1999.0,1,0,1,1294.3152
8.895,1,13,49.8008,2007.0,2,1,1,759.012
11.788407960199004,0,14,86.6198,1985.0,1,2,3,2529.3742
10.3,0,10,102.3648,2009.0,1,2,2,1557.972
19.25,1,3,141.8496,1987.0,0,2,1,2399.5432
12.6,0,13,210.8612,2004.0,2,1,1,1254.3672
15.3,1,3,215.7218,2009.0,1,2,2,1923.4962
12.340829621380845,1,3,184.0924,1985.0,2,0,0,555.2772
13.3379766536965,0,9,123.3414,1985.0,1,2,3,4751.8146
12.275211111111112,1,0,122.2072,1985.0,1,2,3,3552.7088
18.6,0,13,160.6236,2009.0,1,2,2,1611.236
14.5,0,11,163.621,1998.0,2,2,0,815.605
13.5,0,6,179.5976,2009.0,1,2,2,2173.1712
10.3,0,0,177.637,2002.0,2,1,1,4234.488
13.17173943661972,0,8,121.373,1985.0,2,0,0,369.519
13.17173943661972,0,8,164.6526,1985.0,2,0,0,657.8104
7.155,1,1,33.8874,1998.0,2,2,0,35.2874
16.5,0,8,39.7506,2009.0,1,2,2,227.7036
5.59,1,13,63.1168,1998.0,2,2,0,191.7504
15.15,0,0,149.6708,1998.0,2,2,0,300.9416
13.1,0,4,166.1158,2007.0,2,1,1,1169.8106
8.06,0,2,232.7326,2009.0,1,2,2,3696.5216
10.195,1,5,139.5838,2009.0,1,2,2,4495.4816
10.1,0,3,49.8008,1998.0,2,2,0,303.6048
6.235,0,9,258.9962,1998.0,2,2,0,258.9962
12.5,0,1,198.3742,2009.0,1,2,2,2587.9646
11.35,1,4,86.1856,1987.0,0,2,1,1494.0552
9.065,0,5,96.0094,2002.0,2,1,1,1713.7692
11.65,1,13,85.1908,2007.0,2,1,1,671.1264
18.2,1,6,57.1904,1999.0,1,0,1,1640.5312
6.115,1,5,91.0488,2009.0,1,2,2,1629.8784
6.92,1,2,90.5804,2009.0,1,2,2,183.7608
7.035,0,5,263.791,1999.0,1,0,1,4996.829
18.2,0,13,139.818,1997.0,2,0,1,1398.18
10.5,1,6,218.7508,2002.0,2,1,1,3255.762
17.6,0,8,237.759,1999.0,1,0,1,3545.385
13.194406118776243,0,6,182.0976,1985.0,1,2,3,6157.3184
19.75,0,6,116.5466,2002.0,2,1,1,2828.3184
16.5,0,13,91.7146,1987.0,0,2,1,2462.7942
13.15,1,6,172.0764,1987.0,0,2,1,4466.1864
7.89,0,4,117.4782,2004.0,2,1,1,2026.0294
20.5,1,5,82.8592,2009.0,1,2,2,1733.7432
16.25,0,6,123.9046,2009.0,1,2,2,1120.5414
12.6,0,13,207.2612,1997.0,2,0,1,4390.2852
12.275211111111112,0,0,92.4462,1985.0,2,0,0,185.0924
8.775,0,6,109.5228,2002.0,2,1,1,994.7052
7.42,1,12,184.6582,1997.0,2,0,1,5015.4714
8.67,0,14,145.8128,2004.0,2,1,1,2444.8176
8.77,1,6,170.5422,2002.0,2,1,1,1551.9798
19.35,1,6,238.6564,1987.0,0,2,1,3575.346
16.25,0,4,96.041,1987.0,0,2,1,868.869
11.5,0,8,129.6626,2007.0,2,1,1,1836.2764
11.1,0,3,82.5908,1987.0,0,2,1,1510.0344
12.340829621380845,1,3,55.264,1985.0,1,2,3,1544.656
5.59,1,13,62.9168,2002.0,2,1,1,1406.1696
12.340829621380845,0,3,219.7456,1985.0,2,0,0,884.1824
6.55,0,1,102.9332,1987.0,0,2,1,1845.5976
6.85,0,5,261.2594,1998.0,2,2,0,1046.6376
21.25,0,9,144.1102,1999.0,1,0,1,1749.7224
12.340829621380845,0,3,84.6908,1985.0,1,2,3,3691.1952
12.8,1,1,138.7838,1998.0,2,2,0,280.9676
8.31,1,13,177.4028,1997.0,2,0,1,3896.2616
12.1,0,7,179.166,1997.0,2,0,1,3056.022
12.56932340425532,0,5,194.7452,1985.0,1,2,3,5872.356
20.25,0,9,145.6418,1987.0,0,2,1,3384.2614
12.275211111111112,0,0,78.2328,1985.0,1,2,3,1004.0264
12.865732002419843,1,13,262.891,1985.0,2,0,0,788.973
16.75,0,13,156.163,1997.0,2,0,1,2816.334
7.075,0,4,145.3128,2002.0,2,1,1,1869.5664
11.1,1,6,163.1526,2004.0,2,1,1,1808.9786
6.63,1,13,55.4588,2009.0,1,2,2,343.5528
8.935,0,5,54.9298,1999.0,1,0,1,1348.245
7.935,0,4,51.435,2007.0,2,1,1,499.35
7.485,0,13,112.1228,1999.0,1,0,1,1215.7508
9.5,0,13,253.3724,2009.0,1,2,2,755.0172
18.35,0,8,193.1162,1999.0,1,0,1,2693.8268
6.365,0,5,60.1536,1999.0,1,0,1,490.0288
11.1,0,6,149.1366,1999.0,1,0,1,4231.8248
11.395,0,8,149.2708,2007.0,2,1,1,2407.5328
9.895,1,5,260.2278,2009.0,1,2,2,4165.2448
7.68,0,8,86.4224,2007.0,2,1,1,511.3344
13.65,0,8,56.493,2004.0,2,1,1,509.337
15.75,0,9,98.57,2004.0,2,1,1,2496.75
10.195,1,4,196.1794,1999.0,1,0,1,2926.191
10.895,0,11,50.2666,2009.0,1,2,2,820.2656
12.275211111111112,1,0,195.711,1985.0,1,2,3,5499.508
17.7,1,6,48.3034,1997.0,2,0,1,777.6544
17.25,0,14,263.391,2004.0,2,1,1,6311.784
18.6,0,13,161.0236,1987.0,0,2,1,3705.8428
13.8,0,3,108.0254,2004.0,2,1,1,759.6778
11.1,1,6,165.5526,2009.0,1,2,2,1973.4312
10.195,1,10,195.111,2007.0,2,1,1,3731.809
5.88,0,7,153.8998,1999.0,1,0,1,2922.1962
11.15,0,8,163.0526,2007.0,2,1,1,2302.3364
13.194406118776243,0,6,92.0462,1985.0,2,0,0,277.6386
11.6,0,14,142.0154,2009.0,1,2,2,850.8924
12.340829621380845,0,3,139.2496,1985.0,1,2,3,1976.0944
12.1,0,4,163.5526,1997.0,2,0,1,2302.3364
12.865732002419843,0,13,110.657,1985.0,2,0,0,659.142
4.635,0,1,126.9994,2007.0,2,1,1,1798.9916
8.51,0,9,142.247,2002.0,2,1,1,2004.058
9.6,0,14,167.3158,2004.0,2,1,1,1838.2738
17.25,1,13,96.9068,2007.0,2,1,1,1458.102
15.0,0,8,140.4838,2002.0,2,1,1,1685.8056
16.75,0,1,87.6856,1997.0,2,0,1,1494.0552
8.365,0,7,39.2506,1998.0,2,2,0,75.9012
11.788407960199004,0,14,261.291,1985.0,2,0,0,788.973
18.85,0,7,161.8578,2009.0,1,2,2,3530.0716
6.615,0,4,198.7426,2007.0,2,1,1,1186.4556
5.75,1,4,115.3176,1999.0,1,0,1,572.588
10.0,0,13,113.3544,2009.0,1,2,2,3467.4864
13.1,0,5,188.9898,2004.0,2,1,1,4303.0654
10.1,1,6,223.0088,1999.0,1,0,1,671.1264
12.56932340425532,0,5,79.0302,1985.0,1,2,3,1901.5248
11.65,1,13,83.4908,2002.0,2,1,1,503.3448
13.17173943661972,0,8,94.6436,1985.0,1,2,3,4065.3748
9.3,0,6,90.4172,2009.0,1,2,2,1249.0408
19.6,0,4,45.3718,2002.0,2,1,1,614.5334
11.35,0,13,51.5008,2009.0,1,2,2,607.2096
5.44,1,0,178.137,2002.0,2,1,1,3175.866
14.65,0,6,50.8692,2007.0,2,1,1,788.3072
12.35,1,0,78.5328,2004.0,2,1,1,695.0952
12.85,1,6,253.7382,2007.0,2,1,1,2271.0438
17.1,0,1,85.5566,1999.0,1,0,1,1860.2452
11.6,1,4,240.6222,1987.0,0,2,1,2868.2664
7.445,0,0,75.5354,2007.0,2,1,1,1956.1204
13.194406118776243,1,6,142.8786,1985.0,2,0,0,433.4358
13.194406118776243,1,6,63.2194,1985.0,2,0,0,247.6776
6.135,0,14,161.1236,2009.0,1,2,2,644.4944
8.68,0,5,97.7384,1998.0,2,2,0,98.5384
18.5,0,11,132.5284,2004.0,2,1,1,1318.284
14.3,0,5,79.4302,1987.0,0,2,1,1743.0644
13.915723684210526,0,11,105.6938,1985.0,2,0,0,214.3876
15.35,0,13,88.283,1997.0,2,0,1,1797.66
17.7,0,4,182.5292,1987.0,0,2,1,2736.438
15.2,1,6,175.6054,1997.0,2,0,1,2451.4756
9.8,1,0,35.0874,2007.0,2,1,1,352.874
12.56932340425532,0,5,125.5678,1985.0,1,2,3,2543.356
15.25,1,13,179.766,2009.0,1,2,2,3056.022
17.6,0,13,165.6868,2007.0,2,1,1,3111.9492
7.55,1,6,121.0072,2004.0,2,1,1,2082.6224
12.275211111111112,0,0,127.102,1985.0,1,2,3,3415.554
19.7,1,3,254.7014,2004.0,2,1,1,3570.0196
13.0,1,13,65.7484,1987.0,0,2,1,391.4904
13.194406118776243,1,6,109.957,1985.0,1,2,3,4504.137
11.8,1,3,113.8834,1999.0,1,0,1,1382.2008
20.35,0,0,233.6616,1999.0,1,0,1,2577.9776
16.85,0,13,90.3488,1999.0,1,0,1,996.0368
7.63,0,14,94.0436,2002.0,2,1,1,1134.5232
15.75,0,0,195.3452,1987.0,0,2,1,1761.7068
18.2,1,0,241.8196,1997.0,2,0,1,4097.3332
13.85,1,5,164.921,1999.0,1,0,1,2609.936
10.895,0,6,132.9284,2007.0,2,1,1,3295.71
15.6,0,4,242.9854,2009.0,1,2,2,2175.1686
11.3,0,9,181.466,1987.0,0,2,1,3775.086
20.0,0,8,111.6544,2007.0,2,1,1,1565.9616
19.35,1,13,112.9544,2007.0,2,1,1,2908.2144
15.6,0,13,221.5798,1987.0,0,2,1,5509.495
12.865732002419843,0,13,159.4578,1985.0,2,0,0,160.4578
10.195,1,6,118.4808,2009.0,1,2,2,1640.5312
12.865732002419843,0,13,164.8526,1985.0,1,2,3,2631.2416
9.5,1,13,183.8608,2004.0,2,1,1,2572.6512
12.275211111111112,0,0,43.3086,1985.0,1,2,3,624.5204
10.65,1,13,229.7668,1999.0,1,0,1,3916.2356
12.340829621380845,1,3,215.5218,1985.0,1,2,3,4915.6014
7.35,0,6,40.8454,1987.0,0,2,1,587.2356
15.7,0,14,179.7634,2009.0,1,2,2,1817.634
13.194406118776243,0,6,227.272,1985.0,1,2,3,7017.532
15.85,0,15,39.4164,2009.0,1,2,2,154.4656
13.8,1,13,231.1984,1997.0,2,0,1,5097.3648
9.195,1,0,79.8644,1987.0,0,2,1,785.644
9.3,0,4,248.8092,2007.0,2,1,1,5976.2208
15.1,0,10,242.9512,1987.0,0,2,1,4847.024
19.1,0,6,234.4958,2009.0,1,2,2,1635.8706
11.6,1,5,172.4106,1999.0,1,0,1,4277.765
7.27,0,8,98.6384,2002.0,2,1,1,1970.768
19.35,0,8,62.5168,1999.0,1,0,1,1534.0032
9.695,0,6,186.7898,1998.0,2,2,0,561.2694
20.2,0,9,94.1462,1997.0,2,0,1,832.9158
11.576204620462047,0,7,154.6998,1985.0,1,2,3,3229.7958
10.5,1,0,164.121,2007.0,2,1,1,2773.057
12.5,1,6,92.3488,1987.0,0,2,1,1177.1344
12.865732002419843,0,13,81.825,1985.0,2,0,0,83.225
17.75,0,4,256.0672,1987.0,0,2,1,2045.3376
9.0,0,8,264.8884,2007.0,2,1,1,2914.8724
17.85,0,14,190.4188,1999.0,1,0,1,952.094
12.340829621380845,1,3,41.548,1985.0,2,0,0,79.896
4.61,0,7,175.2396,2009.0,1,2,2,2093.2752
8.75,1,6,186.8556,1987.0,0,2,1,7322.4684
7.155,1,1,35.2874,2007.0,2,1,1,388.1614
12.766103789126852,1,10,182.0608,1985.0,1,2,3,7717.9536
12.3,0,0,71.338,2002.0,2,1,1,1098.57
7.93,0,8,44.9086,1987.0,0,2,1,802.9548
8.01,0,7,34.9532,2004.0,2,1,1,539.298
9.8,0,13,217.185,1998.0,2,2,0,432.77
12.766103789126852,1,10,199.3426,1985.0,2,0,0,395.4852
5.0,0,14,190.453,1998.0,2,2,0,379.506
19.6,0,8,150.9024,1998.0,2,2,0,303.6048
16.5,0,8,36.3506,1999.0,1,0,1,872.8638
12.6,0,1,61.0194,1999.0,1,0,1,1052.6298
14.1,0,3,140.2496,2007.0,2,1,1,2681.8424
6.38,0,9,144.947,1999.0,1,0,1,3435.528
20.25,1,4,194.2794,1999.0,1,0,1,4291.7468
12.766103789126852,0,10,159.7578,1985.0,1,2,3,641.8312
12.3,0,9,190.853,1997.0,2,0,1,4364.319
15.6,0,6,114.8518,1997.0,2,0,1,2163.1842
15.0,0,13,229.4694,2004.0,2,1,1,5937.6044
11.6,0,8,98.4042,1999.0,1,0,1,1388.8588
12.340829621380845,1,3,164.7184,1985.0,2,0,0,495.3552
13.915723684210526,0,11,83.9908,1985.0,2,0,0,167.7816
17.85,0,1,193.3794,2007.0,2,1,1,4291.7468
14.8,1,1,108.757,2004.0,2,1,1,1867.569
7.905,0,7,229.9694,1999.0,1,0,1,4567.388
13.23835812964931,0,4,51.235,1985.0,2,0,0,49.935
12.275211111111112,1,0,165.5868,1985.0,1,2,3,5404.9644
11.8,1,10,101.9674,2004.0,2,1,1,1731.7458
14.0,0,0,103.2332,1997.0,2,0,1,1845.5976
14.85,1,0,123.0072,1999.0,1,0,1,1960.1152
7.39,0,11,143.447,2009.0,1,2,2,2290.352
15.0,0,13,229.9694,1987.0,0,2,1,4339.0186
12.340829621380845,0,3,179.4344,1985.0,1,2,3,6066.7696
19.7,0,5,108.0912,2002.0,2,1,1,1965.4416
10.8,0,10,98.4042,1998.0,2,2,0,99.2042
13.17173943661972,0,8,184.0608,1985.0,1,2,3,6431.628
12.275211111111112,1,0,122.4098,1985.0,1,2,3,3735.8038
12.56932340425532,1,5,189.1214,1985.0,1,2,3,2261.0568
13.194406118776243,0,6,211.3586,1985.0,2,0,0,422.1172
9.6,0,14,165.3158,1998.0,2,2,0,334.2316
10.695,0,5,59.6904,1997.0,2,0,1,937.4464
21.1,1,6,62.9168,2004.0,2,1,1,1086.5856
13.23835812964931,0,4,98.3042,1985.0,2,0,0,198.4084
11.788407960199004,0,14,147.3102,1985.0,2,0,0,291.6204
6.135,0,14,111.286,2009.0,1,2,2,2263.72
16.2,0,5,43.3454,2007.0,2,1,1,922.7988
15.7,0,0,253.4724,2002.0,2,1,1,2013.3792
17.2,1,3,164.4184,2007.0,2,1,1,2641.8944
12.15,0,9,150.4708,1997.0,2,0,1,2257.062
13.194406118776243,1,6,257.133,1985.0,1,2,3,7433.657
8.63,1,13,114.7518,1998.0,2,2,0,455.4072
15.0,1,3,182.5266,2009.0,1,2,2,1290.9862
12.56932340425532,0,5,34.619,1985.0,2,0,0,36.619
12.275211111111112,0,0,108.5596,1985.0,1,2,3,1725.7536
8.975,1,3,86.6224,2002.0,2,1,1,1619.2256
12.15,0,10,64.7826,2004.0,2,1,1,904.1564
6.895,0,10,143.7812,2007.0,2,1,1,1994.7368
12.865732002419843,0,13,92.5488,1985.0,1,2,3,2625.9152
8.325,0,6,39.3138,2004.0,2,1,1,974.7312
8.785,0,14,153.1656,2007.0,2,1,1,1853.5872
13.23835812964931,0,4,172.6764,1985.0,1,2,3,6183.9504
19.35,1,0,163.9184,2004.0,2,1,1,3137.2496
17.5,1,4,144.8102,1998.0,2,2,0,291.6204
16.75,1,10,72.4038,2007.0,2,1,1,739.038
8.895,1,5,161.5236,2004.0,2,1,1,1772.3596
7.71,1,4,122.4756,1997.0,2,0,1,605.878
13.3379766536965,0,9,142.7786,1985.0,2,0,0,144.4786
15.7,1,5,124.1046,1997.0,2,0,1,1120.5414
16.7,0,4,217.685,2007.0,2,1,1,2163.85
20.35,0,9,76.1328,1997.0,2,0,1,772.328
12.5,0,8,100.1384,2007.0,2,1,1,2167.8448
15.1,1,6,41.6796,1997.0,2,0,1,495.3552
14.0,0,9,43.4454,1998.0,2,2,0,41.9454
8.365,0,7,39.6506,2007.0,2,1,1,834.9132
10.695,1,2,177.5712,2007.0,2,1,1,2636.568
5.21,0,9,259.5962,2004.0,2,1,1,2848.9582
13.65,1,10,37.9532,2002.0,2,1,1,575.2512
8.01,0,7,37.5532,1997.0,2,0,1,1366.2216
5.88,1,5,104.099,1999.0,1,0,1,412.796
5.615,0,8,121.373,1998.0,2,2,0,123.173
19.7,0,3,87.0198,1999.0,1,0,1,697.7584
13.23835812964931,1,4,60.0194,1985.0,2,0,0,123.8388
18.25,1,4,110.857,1999.0,1,0,1,1977.426
15.35,1,6,189.7504,2009.0,1,2,2,2492.7552
12.340829621380845,0,3,39.9506,1985.0,1,2,3,721.0614
10.3,0,6,101.2042,1987.0,0,2,1,396.8168
13.65,1,10,35.1532,1997.0,2,0,1,790.9704
8.615,0,6,95.9436,2004.0,2,1,1,2741.7644
5.8,0,4,87.8172,2002.0,2,1,1,1070.6064
8.3,0,6,36.2506,1999.0,1,0,1,834.9132
16.0,0,9,210.4902,2002.0,2,1,1,3610.6334
5.155,0,5,247.2776,1999.0,1,0,1,5944.2624
8.895,1,13,49.8008,2002.0,2,1,1,1062.6168
15.1,1,6,63.7194,2009.0,1,2,2,1362.2268
15.5,0,13,144.847,2004.0,2,1,1,1717.764
6.325,0,5,100.9042,2009.0,1,2,2,2083.2882
13.194406118776243,1,6,145.8786,1985.0,2,0,0,288.9572
9.3,0,6,89.3172,2004.0,2,1,1,2051.9956
13.3379766536965,0,9,49.0034,1985.0,1,2,3,826.2578
20.6,0,8,149.2392,2009.0,1,2,2,4026.7584
15.5,1,5,49.6692,1997.0,2,0,1,788.3072
9.195,0,9,105.6622,2004.0,2,1,1,1693.7952
5.695,0,5,258.2646,1997.0,2,0,1,5410.9566
13.194406118776243,0,6,113.2834,1985.0,1,2,3,4376.9692
5.94,1,1,188.0556,2009.0,1,2,2,938.778
6.36,0,6,45.906,2007.0,2,1,1,1118.544
11.788407960199004,0,14,160.9236,1985.0,1,2,3,2255.7304
4.805,1,4,123.9704,2002.0,2,1,1,2253.0672
14.85,0,9,254.8698,1987.0,0,2,1,4819.7262
14.5,0,11,161.621,1987.0,0,2,1,2120.573
10.3,1,3,77.896,1997.0,2,0,1,1278.336
12.15,0,15,37.9532,2004.0,2,1,1,1078.596
11.5,0,13,120.3124,2002.0,2,1,1,474.0496
19.1,0,9,174.0422,1997.0,2,0,1,1724.422
12.865732002419843,1,13,168.7132,1985.0,2,0,0,338.2264
15.5,1,0,265.1568,2009.0,1,2,2,2109.2544
7.31,0,13,110.357,1997.0,2,0,1,3185.853
18.7,0,13,257.3672,1987.0,0,2,1,2045.3376
7.0,0,3,107.028,1987.0,0,2,1,2876.256
12.5,0,3,121.144,2004.0,2,1,1,1438.128
9.395,0,11,84.0908,1997.0,2,0,1,419.454
10.5,1,4,45.9376,1997.0,2,0,1,575.2512
5.785,1,6,262.1252,1998.0,2,2,0,786.9756
16.7,1,4,120.7782,1999.0,1,0,1,1072.6038
5.845,1,5,214.4218,1999.0,1,0,1,5343.045
9.395,0,13,235.8932,1997.0,2,0,1,942.7728
5.94,0,3,179.8344,2009.0,1,2,2,1249.0408
6.15,0,0,97.8384,2004.0,2,1,1,2069.3064
20.35,0,0,234.2616,2004.0,2,1,1,4687.232
17.1,1,3,141.8838,1998.0,2,2,0,280.9676
13.179111842105263,0,2,192.2478,1985.0,1,2,3,7943.6598
5.765,0,0,36.7164,1987.0,0,2,1,849.5608
12.65,0,10,107.7938,2007.0,2,1,1,2251.0698
10.5,1,13,140.0154,1987.0,0,2,1,3119.9388
18.25,0,13,260.2962,1987.0,0,2,1,1035.9848
11.65,0,0,149.8024,2009.0,1,2,2,1821.6288
19.2,0,5,110.2886,1997.0,2,0,1,778.3202
15.7,0,14,182.7634,1999.0,1,0,1,3453.5046
10.3,1,3,80.096,1987.0,0,2,1,239.688
13.65,0,8,56.893,1997.0,2,0,1,1188.453
16.6,0,8,108.8596,1987.0,0,2,1,970.7364
9.6,0,13,258.462,2002.0,2,1,1,4673.916
11.85,1,0,50.5666,1987.0,0,2,1,922.7988
12.275211111111112,1,0,154.1656,1985.0,2,0,0,617.8624
8.6,0,8,141.2154,1999.0,1,0,1,709.077
20.7,1,4,213.9876,1997.0,2,0,1,2143.876
11.8,1,13,35.7558,2007.0,2,1,1,577.2486
13.194406118776243,1,6,162.5526,1985.0,2,0,0,328.9052
12.6,1,4,255.9356,2009.0,1,2,2,4832.3764
20.7,0,4,77.667,1999.0,1,0,1,2220.443
15.85,0,9,41.6112,2009.0,1,2,2,255.6672
6.36,0,9,163.6526,1997.0,2,0,1,1151.1682
9.3,1,10,156.6314,1999.0,1,0,1,1241.0512
12.275211111111112,0,0,157.6604,1985.0,2,0,0,316.9208
20.7,0,0,157.0288,2007.0,2,1,1,2985.4472
13.23835812964931,0,4,88.7172,1985.0,1,2,3,3301.0364
